LarvaID,Diet,Dose,FoodWeighing
1,Good,1/4,No
2,Good,1/4,No
3,Good,1/4,No
4,Good,1/4,No
5,Good,1/4,No
6,Poor,Control,Yes
7,Poor,Control,Yes
8,Poor,Control,Yes
9,Poor,Control,Yes
10,Poor,Control,Yes
11,Good,1/16,Yes
12,Good,1/16,Yes
13,Good,1/16,Yes
14,Good,1/16,Yes
15,Good,1/16,Yes
16,Poor,1/4,No
17,Poor,1/4,No
18,Poor,1/4,No
19,Poor,1/4,No
20,Poor,1/4,No
21,Poor,1/16,Yes
22,Poor,1/16,Yes
23,Poor,1/16,Yes
24,Poor,1/16,Yes
25,Poor,1/16,Yes
26,Good,1,Yes
27,Good,1,Yes
28,Good,1,Yes
29,Good,1,Yes
30,Good,1,Yes
31,Good,1/64,No
32,Good,1/64,No
33,Good,1/64,No
34,Good,1/64,No
35,Good,1/64,No
36,Poor,1/64,No
37,Poor,1/64,No
38,Poor,1/64,No
39,Poor,1/64,No
40,Poor,1/64,No
41,Good,Control,Yes
42,Good,Control,Yes
43,Good,Control,Yes
44,Good,Control,Yes
45,Good,Control,Yes
46,Poor,1,Yes
47,Poor,1,Yes
48,Poor,1,Yes
49,Poor,1,Yes
50,Poor,1,Yes
51,Good,1/4,No
52,Good,1/4,No
53,Good,1/4,No
54,Good,1/4,No
55,Good,1/4,No
56,Poor,1/4,No
57,Poor,1/4,No
58,Poor,1/4,No
59,Poor,1/4,No
60,Poor,1/4,No
61,Good,1,Yes
62,Good,1,Yes
63,Good,1,Yes
64,Good,1,Yes
65,Good,1,Yes
66,Good,1/64,No
67,Good,1/64,No
68,Good,1/64,No
69,Good,1/64,No
70,Good,1/64,No
71,Poor,1/64,No
72,Poor,1/64,No
73,Poor,1/64,No
74,Poor,1/64,No
75,Poor,1/64,No
76,Good,Control,Yes
77,Good,Control,Yes
78,Good,Control,Yes
79,Good,Control,Yes
80,Good,Control,Yes
81,Poor,Control,Yes
82,Poor,Control,Yes
83,Poor,Control,Yes
84,Poor,Control,Yes
85,Poor,Control,Yes
86,Poor,1/16,Yes
87,Poor,1/16,Yes
88,Poor,1/16,Yes
89,Poor,1/16,Yes
90,Poor,1/16,Yes
91,Good,1/16,Yes
92,Good,1/16,Yes
93,Good,1/16,Yes
94,Good,1/16,Yes
95,Good,1/16,Yes
96,Poor,1,Yes
97,Poor,1,Yes
98,Poor,1,Yes
99,Poor,1,Yes
100,Poor,1,Yes
