LarvaID,Diet,Dose,FoodWeighing
1,Poor,1/64,No
2,Poor,1/64,No
3,Poor,1/64,No
4,Poor,1/64,No
5,Poor,1/64,No
6,Good,1/16,Yes
7,Good,1/16,Yes
8,Good,1/16,Yes
9,Good,1/16,Yes
10,Good,1/16,Yes
11,Poor,1/4,No
12,Poor,1/4,No
13,Poor,1/4,No
14,Poor,1/4,No
15,Poor,1/4,No
16,Good,1/4,No
17,Good,1/4,No
18,Good,1/4,No
19,Good,1/4,No
20,Good,1/4,No
21,Poor,1/16,Yes
22,Poor,1/16,Yes
23,Poor,1/16,Yes
24,Poor,1/16,Yes
25,Poor,1/16,Yes
26,Good,1/64,No
27,Good,1/64,No
28,Good,1/64,No
29,Good,1/64,No
30,Good,1/64,No
31,Poor,1,Yes
32,Poor,1,Yes
33,Poor,1,Yes
34,Poor,1,Yes
35,Poor,1,Yes
36,Poor,Control,Yes
37,Poor,Control,Yes
38,Poor,Control,Yes
39,Poor,Control,Yes
40,Poor,Control,Yes
41,Good,Control,Yes
42,Good,Control,Yes
43,Good,Control,Yes
44,Good,Control,Yes
45,Good,Control,Yes
46,Good,1,Yes
47,Good,1,Yes
48,Good,1,Yes
49,Good,1,Yes
50,Good,1,Yes
51,Poor,1/16,Yes
52,Poor,1/16,Yes
53,Poor,1/16,Yes
54,Poor,1/16,Yes
55,Poor,1/16,Yes
56,Good,1/64,No
57,Good,1/64,No
58,Good,1/64,No
59,Good,1/64,No
60,Good,1/64,No
61,Good,1/16,Yes
62,Good,1/16,Yes
63,Good,1/16,Yes
64,Good,1/16,Yes
65,Good,1/16,Yes
66,Good,1/4,No
67,Good,1/4,No
68,Good,1/4,No
69,Good,1/4,No
70,Good,1/4,No
71,Good,1,Yes
72,Good,1,Yes
73,Good,1,Yes
74,Good,1,Yes
75,Good,1,Yes
76,Poor,1/4,No
77,Poor,1/4,No
78,Poor,1/4,No
79,Poor,1/4,No
80,Poor,1/4,No
81,Poor,1,Yes
82,Poor,1,Yes
83,Poor,1,Yes
84,Poor,1,Yes
85,Poor,1,Yes
86,Poor,Control,Yes
87,Poor,Control,Yes
88,Poor,Control,Yes
89,Poor,Control,Yes
90,Poor,Control,Yes
91,Good,Control,Yes
92,Good,Control,Yes
93,Good,Control,Yes
94,Good,Control,Yes
95,Good,Control,Yes
96,Poor,1/64,No
97,Poor,1/64,No
98,Poor,1/64,No
99,Poor,1/64,No
100,Poor,1/64,No
