LarvaID,Diet,Dose,FoodWeighing
1,Poor,1/16,Yes
2,Poor,1/16,Yes
3,Poor,1/16,Yes
4,Poor,1/16,Yes
5,Poor,1/16,Yes
6,Poor,Control,Yes
7,Poor,Control,Yes
8,Poor,Control,Yes
9,Poor,Control,Yes
10,Poor,Control,Yes
11,Good,1,Yes
12,Good,1,Yes
13,Good,1,Yes
14,Good,1,Yes
15,Good,1,Yes
16,Good,1/16,Yes
17,Good,1/16,Yes
18,Good,1/16,Yes
19,Good,1/16,Yes
20,Good,1/16,Yes
21,Poor,1/64,No
22,Poor,1/64,No
23,Poor,1/64,No
24,Poor,1/64,No
25,Poor,1/64,No
26,Good,1/4,No
27,Good,1/4,No
28,Good,1/4,No
29,Good,1/4,No
30,Good,1/4,No
31,Poor,1,Yes
32,Poor,1,Yes
33,Poor,1,Yes
34,Poor,1,Yes
35,Poor,1,Yes
36,Poor,1/4,No
37,Poor,1/4,No
38,Poor,1/4,No
39,Poor,1/4,No
40,Poor,1/4,No
41,Good,1/64,No
42,Good,1/64,No
43,Good,1/64,No
44,Good,1/64,No
45,Good,1/64,No
46,Good,Control,Yes
47,Good,Control,Yes
48,Good,Control,Yes
49,Good,Control,Yes
50,Good,Control,Yes
51,Poor,1/64,No
52,Poor,1/64,No
53,Poor,1/64,No
54,Poor,1/64,No
55,Poor,1/64,No
56,Good,1/16,Yes
57,Good,1/16,Yes
58,Good,1/16,Yes
59,Good,1/16,Yes
60,Good,1/16,Yes
61,Poor,1/16,Yes
62,Poor,1/16,Yes
63,Poor,1/16,Yes
64,Poor,1/16,Yes
65,Poor,1/16,Yes
66,Poor,1/4,No
67,Poor,1/4,No
68,Poor,1/4,No
69,Poor,1/4,No
70,Poor,1/4,No
71,Good,1/64,No
72,Good,1/64,No
73,Good,1/64,No
74,Good,1/64,No
75,Good,1/64,No
76,Poor,Control,Yes
77,Poor,Control,Yes
78,Poor,Control,Yes
79,Poor,Control,Yes
80,Poor,Control,Yes
81,Good,1,Yes
82,Good,1,Yes
83,Good,1,Yes
84,Good,1,Yes
85,Good,1,Yes
86,Good,Control,Yes
87,Good,Control,Yes
88,Good,Control,Yes
89,Good,Control,Yes
90,Good,Control,Yes
91,Good,1/4,No
92,Good,1/4,No
93,Good,1/4,No
94,Good,1/4,No
95,Good,1/4,No
96,Poor,1,Yes
97,Poor,1,Yes
98,Poor,1,Yes
99,Poor,1,Yes
100,Poor,1,Yes
