LarvaID,Diet,Dose,FoodWeighing
1,Poor,Control,Yes
2,Poor,Control,Yes
3,Poor,Control,Yes
4,Poor,Control,Yes
5,Poor,Control,Yes
6,Good,Control,Yes
7,Good,Control,Yes
8,Good,Control,Yes
9,Good,Control,Yes
10,Good,Control,Yes
11,Poor,1,Yes
12,Poor,1,Yes
13,Poor,1,Yes
14,Poor,1,Yes
15,Poor,1,Yes
16,Poor,1/64,No
17,Poor,1/64,No
18,Poor,1/64,No
19,Poor,1/64,No
20,Poor,1/64,No
21,Good,1/16,Yes
22,Good,1/16,Yes
23,Good,1/16,Yes
24,Good,1/16,Yes
25,Good,1/16,Yes
26,Good,1/64,No
27,Good,1/64,No
28,Good,1/64,No
29,Good,1/64,No
30,Good,1/64,No
31,Good,1/4,No
32,Good,1/4,No
33,Good,1/4,No
34,Good,1/4,No
35,Good,1/4,No
36,Good,1,Yes
37,Good,1,Yes
38,Good,1,Yes
39,Good,1,Yes
40,Good,1,Yes
41,Poor,1/16,Yes
42,Poor,1/16,Yes
43,Poor,1/16,Yes
44,Poor,1/16,Yes
45,Poor,1/16,Yes
46,Poor,1/4,No
47,Poor,1/4,No
48,Poor,1/4,No
49,Poor,1/4,No
50,Poor,1/4,No
51,Good,Control,Yes
52,Good,Control,Yes
53,Good,Control,Yes
54,Good,Control,Yes
55,Good,Control,Yes
56,Poor,1/4,No
57,Poor,1/4,No
58,Poor,1/4,No
59,Poor,1/4,No
60,Poor,1/4,No
61,Poor,1,Yes
62,Poor,1,Yes
63,Poor,1,Yes
64,Poor,1,Yes
65,Poor,1,Yes
66,Good,1/64,No
67,Good,1/64,No
68,Good,1/64,No
69,Good,1/64,No
70,Good,1/64,No
71,Good,1,Yes
72,Good,1,Yes
73,Good,1,Yes
74,Good,1,Yes
75,Good,1,Yes
76,Poor,1/16,Yes
77,Poor,1/16,Yes
78,Poor,1/16,Yes
79,Poor,1/16,Yes
80,Poor,1/16,Yes
81,Good,1/16,Yes
82,Good,1/16,Yes
83,Good,1/16,Yes
84,Good,1/16,Yes
85,Good,1/16,Yes
86,Poor,1/64,No
87,Poor,1/64,No
88,Poor,1/64,No
89,Poor,1/64,No
90,Poor,1/64,No
91,Poor,Control,Yes
92,Poor,Control,Yes
93,Poor,Control,Yes
94,Poor,Control,Yes
95,Poor,Control,Yes
96,Good,1/4,No
97,Good,1/4,No
98,Good,1/4,No
99,Good,1/4,No
100,Good,1/4,No
